FILE_NAME,FIELD_NAME,GOLD,EXTRACTED,RESULT,REASON,SCORE
389057_1526301926_0.html,quantity,2.00,23575,"FP,FN",FAIL_MODEL,0.5755
389057_1526301926_0.html,quantity,1.00,1,"FP,FN",FAIL_MODEL,0.5046
389057_1526301926_0.html,quantity,2.00,,FN,FAIL_MODEL,undefined
389057_1526301926_0.html,quantity,1.00,,FN,FAIL_MODEL,undefined
389057_1526301926_0.html,quantity,1.00,,FN,FAIL_MODEL,undefined
389057_1526301926_0.html,total_amount,436953.61,"436,953.61","FP,FN",FAIL_MODEL,0.6631
389057_1526301926_0.html,price,287.99,287.99,TP,EXTRACT_MODEL,0.7561
389057_1526301926_0.html,price,482.04,482.04,TP,EXTRACT_MODEL,0.7561
389057_1526301926_0.html,price,224.54,224.54,TP,EXTRACT_MODEL,0.7597
389057_1526301926_0.html,price,0.00,0.00,TP,EXTRACT_MODEL,0.7802
389057_1526301926_0.html,price,12021.83,"12,021.83","FP,FN",FAIL_MODEL,0.6902
389057_1526301926_0.html,supplier_name,Wilson-Lewis,Wilson-Lewis,TP,EXTRACT_MODEL,0.6950
389057_1526301926_0.html,invoice_number,PPG5304,PPG5304,TP,EXTRACT_MODEL,0.6190
389057_1526301926_0.html,email,sjkw@koew.com,sjkw@koew.com,TP,EXTRACT_MODEL,0.7388
389057_1526301926_0.html,invoice_date,07/21/1989,07/21/89,"FP,FN",FAIL_MODEL,0.7767
389842_advanced_1526302224_0.html,product,Vel nihil quidem aspernatur laborum. Vel nihil quidem aspernatur laborum. Quae ab sapiente sunt.,Vel nihil quidem aspernatur laborum. Vel nihil quidem aspernatur laborum. Quae ab sapiente sunt.,TP,EXTRACT_MODEL,0.7549
389842_advanced_1526302224_0.html,product,Expedita dignissimos dignissimos modi. Expedita dignissimos dignissimos modi. Officiis earum quas repudiandae dolore modi accusamus.,Expedita dignissimos dignissimos modi. Expedita dignissimos dignissimos modi. Officiis earum quas repudiandae dolore modi accusamus.,TP,EXTRACT_MODEL,0.7905
389842_advanced_1526302224_0.html,total_amount,3266.00,3266,"FP,FN",FAIL_MODEL,0.7835
389842_advanced_1526302224_0.html,price,169.21,169.21,TP,EXTRACT_MODEL,0.7225
389842_advanced_1526302224_0.html,price,79.98,79.98,TP,EXTRACT_MODEL,0.6969
389842_advanced_1526302224_0.html,supplier_name,Lucas-Wang LLC,Lucas-Wang,"FP,FN",FAIL_MODEL,0.6759
389842_advanced_1526302224_0.html,invoice_number,YAO7789,YAO7789,TP,EXTRACT_MODEL,0.7089
389842_advanced_1526302224_0.html,email,achremittance@cdw.com,achremittance@cdw.com,TP,EXTRACT_MODEL,0.7165
389842_advanced_1526302224_0.html,invoice_date,05/03/2018,05/03/18,"FP,FN",FAIL_MODEL,0.6865
doc00123720180117122026.html,product,Enormous Wool Shirt,Enormous Wool Shirt,TP,EXTRACT_MODEL,0.7965
doc00123720180117122026.html,product,Intelligent Bronze Chair,Intelligent Bronze Chair,TP,EXTRACT_MODEL,0.7773
doc00123720180117122026.html,product,Heavy Duty Wool Bottle,Heavy Duty Wool Bottle,TP,EXTRACT_MODEL,0.7307
doc00123720180117122026.html,product,Intelligent Wooden Computer,Intelligent Wooden Computer,TP,EXTRACT_MODEL,0.7765
doc00123720180117122026.html,quantity,15.00,15,"FP,FN",FAIL_MODEL,0.8656
doc00123720180117122026.html,quantity,59.00,59,"FP,FN",FAIL_MODEL,0.8040
doc00123720180117122026.html,quantity,39.00,39,"FP,FN",FAIL_MODEL,0.8404
doc00123720180117122026.html,quantity,39.00,39,"FP,FN",FAIL_MODEL,0.8171
doc00123720180117122026.html,total_amount,113093.82,"113,093.82","FP,FN",FAIL_MODEL,0.8228
doc00123720180117122026.html,price,730.14,730.14,TP,EXTRACT_MODEL,0.9267
doc00123720180117122026.html,price,761.52,761.52,TP,EXTRACT_MODEL,0.9215
doc00123720180117122026.html,price,481.68,481.68,TP,EXTRACT_MODEL,0.9399
doc00123720180117122026.html,price,349.09,349.09,TP,EXTRACT_MODEL,0.9215
doc00123720180117122026.html,supplier_name,Blanda Inc,Blanda Inc,TP,EXTRACT_MODEL,0.6845
doc00123720180117122026.html,invoice_number,7536317931,7536317931,TP,EXTRACT_MODEL,0.7896
doc00124120180117122213.html,product,Synergistic Cotton Watch,Synergistic Cotton Watch,TP,EXTRACT_MODEL,0.8215
doc00124120180117122213.html,product,Gorgeous Iron Keyboard,Gorgeous Iron Keyboard,TP,EXTRACT_MODEL,0.7448
doc00124120180117122213.html,product,Enormous Marble Shirt,Enormous Marble Shirt,TP,EXTRACT_MODEL,0.7911
doc00124120180117122213.html,product,Ergonomic Wool Plate,Ergonomic Wool Plate,TP,EXTRACT_MODEL,0.8148
doc00124120180117122213.html,product,Heavy Duty Copper Shoes,Heavy Duty Copper Shoes,TP,EXTRACT_MODEL,0.7690
doc00124120180117122213.html,product,Ergonomic Linen Wallet,Ergonomic Linen Wallet,TP,EXTRACT_MODEL,0.7905
doc00124120180117122213.html,product,Durable Leather Plate,Durable Leather Plate,TP,EXTRACT_MODEL,0.7628
doc00124120180117122213.html,product,Aerodynamic Paper Lamp,Aerodynamic Paper Lamp,TP,EXTRACT_MODEL,0.7813
doc00124120180117122213.html,quantity,71.00,71,"FP,FN",FAIL_MODEL,0.6944
doc00124120180117122213.html,quantity,83.00,83,"FP,FN",FAIL_MODEL,0.8279
doc00124120180117122213.html,quantity,82.00,82,"FP,FN",FAIL_MODEL,0.7757
doc00124120180117122213.html,quantity,12.00,12,"FP,FN",FAIL_MODEL,0.6769
doc00124120180117122213.html,quantity,35.00,35,"FP,FN",FAIL_MODEL,0.8169
doc00124120180117122213.html,quantity,42.00,42,"FP,FN",FAIL_MODEL,0.7507
doc00124120180117122213.html,quantity,49.00,49,"FP,FN",FAIL_MODEL,0.6769
doc00124120180117122213.html,quantity,76.00,76,"FP,FN",FAIL_MODEL,0.7743
doc00124120180117122213.html,total_amount,227640.18,227,"FP,FN",FAIL_MODEL,0.5552
doc00124120180117122213.html,price,190.55,190.55,TP,EXTRACT_MODEL,0.8418
doc00124120180117122213.html,price,257.78,257.78,TP,EXTRACT_MODEL,0.8423
doc00124120180117122213.html,price,529.82,529.82,TP,EXTRACT_MODEL,0.8418
doc00124120180117122213.html,price,621.36,621.36,TP,EXTRACT_MODEL,0.8787
doc00124120180117122213.html,price,366.44,366.44,TP,EXTRACT_MODEL,0.9040
doc00124120180117122213.html,price,930.36,930.36,TP,EXTRACT_MODEL,0.8787
doc00124120180117122213.html,price,228.18,228.18,TP,EXTRACT_MODEL,0.8787
doc00124120180117122213.html,price,433.46,433.46,TP,EXTRACT_MODEL,0.8418
doc00124120180117122213.html,supplier_name,Osinski Inc,Osinski Inc,TP,EXTRACT_MODEL,0.7204
doc00124120180117122213.html,invoice_number,2873872552,2873872552,TP,EXTRACT_MODEL,0.8951
doc00124220180117122255.html,product,Gorgeous rubber Lame,Gorgeous rubber Lame,TP,EXTRACT_MODEL,0.7383
doc00124220180117122255.html,product,Practical Paper Car,Practical Paper Car,TP,EXTRACT_MODEL,0.7522
doc00124220180117122255.html,product,Gergeo-sAluminum lest,Gergeo-sAluminum lest,TP,EXTRACT_MODEL,0.6364
doc00124220180117122255.html,product,Gorgeous Linen Pants,Gorgeous _ ~en Pants,"FP,FN",FAIL_MODEL,0.8176
doc00124220180117122255.html,product,Gorgeous Plastic F ate,Gorgeous Plastic F ate,TP,EXTRACT_MODEL,0.7075
doc00124220180117122255.html,product,Gorgeous Granite Bag,Gorgeous Granite Bag,TP,EXTRACT_MODEL,0.7376
doc00124220180117122255.html,product,Lightweight Iron Wallet,"Lightweight /c"" Wallet","FP,FN",FAIL_MODEL,0.7097
doc00124220180117122255.html,product,Aerodynamic Alumina Dlate,Aerodynamic Alumina Dlate,TP,EXTRACT_MODEL,0.7725
doc00124220180117122255.html,product,Awesome Wooden Lamp,Awesome Wooden _amp,"FP,FN",FAIL_MODEL,0.6617
doc00124220180117122255.html,quantity,57.00,59,"FP,FN",FAIL_MODEL,0.5391
doc00124220180117122255.html,quantity,59.00,59,"FP,FN",FAIL_MODEL,0.5733
doc00124220180117122255.html,quantity,17.00,17,"FP,FN",FAIL_MODEL,0.5445
doc00124220180117122255.html,quantity,75.00,75,"FP,FN",FAIL_MODEL,0.5205
doc00124220180117122255.html,quantity,93.00,93,"FP,FN",FAIL_MODEL,0.5184
doc00124220180117122255.html,quantity,16.00,16,"FP,FN",FAIL_MODEL,0.4826
doc00124220180117122255.html,quantity,54.00,54,"FP,FN",FAIL_MODEL,0.4899
doc00124220180117122255.html,quantity,89.00,,FN,FAIL_MODEL,undefined
doc00124220180117122255.html,quantity,60.00,,FN,FAIL_MODEL,undefined
doc00124220180117122255.html,total_amount,5151322.00,,FN,FAIL_MODEL,undefined
doc00124220180117122255.html,price,364.69,364.69,TP,EXTRACT_MODEL,0.7783
doc00124220180117122255.html,price,601.90,601.90,TP,EXTRACT_MODEL,0.8131
doc00124220180117122255.html,price,415.38,415.38,TP,EXTRACT_MODEL,0.8156
doc00124220180117122255.html,price,393.92,393.92,TP,EXTRACT_MODEL,0.8131
doc00124220180117122255.html,price,657.23,657.23,TP,EXTRACT_MODEL,0.8063
doc00124220180117122255.html,price,467.46,467.46,TP,EXTRACT_MODEL,0.8144
doc00124220180117122255.html,price,491.42,59,"FP,FN",FAIL_MODEL,0.5533
doc00124220180117122255.html,price,189.54,5189.54,"FP,FN",FAIL_MODEL,0.4621
doc00124220180117122255.html,price,216.69,2ic.£9,"FP,FN",FAIL_MODEL,0.6627
doc00124220180117122255.html,price,,16,FP,FAIL_MODEL,0.6529
doc00124220180117122255.html,supplier_name,Gibson Inc,Gibson Inc,TP,EXTRACT_MODEL,0.6822
doc00124220180117122255.html,invoice_number,4716164810,4716164810,TP,EXTRACT_MODEL,0.7951
doc00124520180117122409.html,product,Lightweight Steel Bench,Lightweight Steel Bench,TP,EXTRACT_MODEL,0.8628
doc00124520180117122409.html,product,Aerodynamic Bronze Plate,Aerodynamic Bronze Plate,TP,EXTRACT_MODEL,0.8467
doc00124520180117122409.html,product,Mediocre Iron Gloves,Mediocre Iron Gloves,TP,EXTRACT_MODEL,0.8159
doc00124520180117122409.html,product,Fantastic Rubber Clock,Fantastic Rubber Clock,TP,EXTRACT_MODEL,0.8557
doc00124520180117122409.html,product,Awesome Copper Pants,Awesome Copper Pants,TP,EXTRACT_MODEL,0.8642
doc00124520180117122409.html,product,Ergonomic Granite Chair,Ergonomic Granite Chair,TP,EXTRACT_MODEL,0.8792
doc00124520180117122409.html,product,Durable Cotton Keyboard,Durable Cotton Keyboard,TP,EXTRACT_MODEL,0.8025
doc00124520180117122409.html,product,Heavy Duty Paper Coat,Heavy Duty Paper Coat,TP,EXTRACT_MODEL,0.8045
doc00124520180117122409.html,product,Awesome Cotton Bottle,Awesome Cotton Bottle,TP,EXTRACT_MODEL,0.8321
doc00124520180117122409.html,quantity,58.00,58,"FP,FN",FAIL_MODEL,0.8647
doc00124520180117122409.html,quantity,25.00,25,"FP,FN",FAIL_MODEL,0.5922
doc00124520180117122409.html,quantity,18.00,18,"FP,FN",FAIL_MODEL,0.6663
doc00124520180117122409.html,quantity,45.00,45,"FP,FN",FAIL_MODEL,0.6014
doc00124520180117122409.html,quantity,50.00,50,"FP,FN",FAIL_MODEL,0.9001
doc00124520180117122409.html,quantity,42.00,42,"FP,FN",FAIL_MODEL,0.6911
doc00124520180117122409.html,quantity,51.00,51,"FP,FN",FAIL_MODEL,0.6985
doc00124520180117122409.html,quantity,73.00,73,"FP,FN",FAIL_MODEL,0.6101
doc00124520180117122409.html,quantity,53.00,53,"FP,FN",FAIL_MODEL,0.7626
doc00124520180117122409.html,quantity,,/,FP,FAIL_MODEL,0.4748
doc00124520180117122409.html,quantity,,/,FP,FAIL_MODEL,0.4861
doc00124520180117122409.html,quantity,,/,FP,FAIL_MODEL,0.4861
doc00124520180117122409.html,total_amount,200186.75,"200,186.75","FP,FN",FAIL_MODEL,0.7530
doc00124520180117122409.html,price,147.71,147.71,TP,EXTRACT_MODEL,0.9212
doc00124520180117122409.html,price,507.03,507.03,TP,EXTRACT_MODEL,0.9212
doc00124520180117122409.html,price,595.52,595.52,TP,EXTRACT_MODEL,0.9074
doc00124520180117122409.html,price,915.87,915.87,TP,EXTRACT_MODEL,0.9417
doc00124520180117122409.html,price,36.78,36.78,TP,EXTRACT_MODEL,0.9131
doc00124520180117122409.html,price,535.91,535.91,TP,EXTRACT_MODEL,0.9212
doc00124520180117122409.html,price,178.14,178.14,TP,EXTRACT_MODEL,0.9212
doc00124520180117122409.html,price,81.38,81.38,TP,EXTRACT_MODEL,0.9212
doc00124520180117122409.html,price,678.43,678.43,TP,EXTRACT_MODEL,0.9212
doc00124520180117122409.html,supplier_name,"Hettinger, Hettinger and Hettinger","Hettinger, Hettinger and Hettinger",TP,EXTRACT_MODEL,0.7593
doc00124520180117122409.html,invoice_number,7140088368,7140088368,TP,EXTRACT_MODEL,0.7985
doc00126520180117123421.html,product,Fantastic Marble Gloves,Fantastic Marble Gloves,TP,EXTRACT_MODEL,0.7565
doc00126520180117123421.html,product,Gorgeous Copper Table,Gorgeous Copper Tab’e,"FP,FN",FAIL_MODEL,0.7512
doc00126520180117123421.html,product,Sleek Linen Keyboard,S eek Linen Kevbeard,"FP,FN",FAIL_MODEL,0.7635
doc00126520180117123421.html,product,Gorgeous Iron Pants,Gorgeous Iron Pants,TP,EXTRACT_MODEL,0.8212
doc00126520180117123421.html,product,Durable Marble Table,Durable Marble Table,TP,EXTRACT_MODEL,0.7714
doc00126520180117123421.html,product,Synergistic Rubber Computer,Synergistic Rubber Computer,TP,EXTRACT_MODEL,0.8268
doc00126520180117123421.html,product,Durable Linen Lamp,Durable Linen Lamp,TP,EXTRACT_MODEL,0.7131
doc00126520180117123421.html,product,Small Paper Shoes,Small Paper Shoes,TP,EXTRACT_MODEL,0.7132
doc00126520180117123421.html,quantity,86.00,86,"FP,FN",FAIL_MODEL,0.8739
doc00126520180117123421.html,quantity,44.00,44,"FP,FN",FAIL_MODEL,0.9068
doc00126520180117123421.html,quantity,91.00,91,"FP,FN",FAIL_MODEL,0.9174
doc00126520180117123421.html,quantity,16.00,16,"FP,FN",FAIL_MODEL,0.9063
doc00126520180117123421.html,quantity,90.00,90,"FP,FN",FAIL_MODEL,0.9164
doc00126520180117123421.html,quantity,76.00,76,"FP,FN",FAIL_MODEL,0.8751
doc00126520180117123421.html,quantity,5.00,5,"FP,FN",FAIL_MODEL,0.9102
doc00126520180117123421.html,quantity,11.00,11,"FP,FN",FAIL_MODEL,0.8999
doc00126520180117123421.html,total_amount,249945.60,".66,755.36","FP,FN",FAIL_MODEL,0.5189
doc00126520180117123421.html,price,776.26,~76.26,"FP,FN",FAIL_MODEL,0.6755
doc00126520180117123421.html,price,193.30,193.30,TP,EXTRACT_MODEL,0.9209
doc00126520180117123421.html,price,524.74,524.74,TP,EXTRACT_MODEL,0.9209
doc00126520180117123421.html,price,99.41,99.41,TP,EXTRACT_MODEL,0.8633
doc00126520180117123421.html,price,21.34,21.34,TP,EXTRACT_MODEL,0.9340
doc00126520180117123421.html,price,630.00,630.00,TP,EXTRACT_MODEL,0.8608
doc00126520180117123421.html,price,862.61,862.61,TP,EXTRACT_MODEL,0.8870
doc00126520180117123421.html,price,611291.00,611.291,"FP,FN",FAIL_MODEL,0.7781
doc00126520180117123421.html,supplier_name,Jerde-Jerde,,FN,FAIL_MODEL,undefined
doc00126520180117123421.html,invoice_number,3425417630,3425-17630,"FP,FN",FAIL_MODEL,0.6268
doc00128620180117124239.html,product,Rustic Bronze Bench,Rustic Bronze Bench,TP,EXTRACT_MODEL,0.8025
doc00128620180117124239.html,product,Awesome Cotton Shirt,Awesome Cotton Shirt,TP,EXTRACT_MODEL,0.7953
doc00128620180117124239.html,product,Rustic Granite Wallet,Rustic Granite Wallet,TP,EXTRACT_MODEL,0.8038
doc00128620180117124239.html,product,Ergonomic Concrete Bag,Ergonomic Concrete Bag,TP,EXTRACT_MODEL,0.8404
doc00128620180117124239.html,quantity,80.00,80,"FP,FN",FAIL_MODEL,0.8284
doc00128620180117124239.html,quantity,38.00,38,"FP,FN",FAIL_MODEL,0.7894
doc00128620180117124239.html,quantity,31.00,31,"FP,FN",FAIL_MODEL,0.7722
doc00128620180117124239.html,quantity,39.00,39,"FP,FN",FAIL_MODEL,0.7939
doc00128620180117124239.html,total_amount,106124.71,"106,124.71","FP,FN",FAIL_MODEL,0.9113
doc00128620180117124239.html,price,854.99,854.99,TP,EXTRACT_MODEL,0.9154
doc00128620180117124239.html,price,423.83,423.83,TP,EXTRACT_MODEL,0.9278
doc00128620180117124239.html,price,606.17,606.17,TP,EXTRACT_MODEL,0.9113
doc00128620180117124239.html,price,277.33,277.33,TP,EXTRACT_MODEL,0.9154
doc00128620180117124239.html,supplier_name,Stanton and Sons,Stanton and Sons,TP,EXTRACT_MODEL,0.5657
doc00128620180117124239.html,invoice_number,8309703122,8309703122,TP,EXTRACT_MODEL,0.7078
doc00130020180117124820.html,product,Gorgeous Silk Computer,"Gorgeous Silkf ,nputer","FP,FN",FAIL_MODEL,0.6293
doc00130020180117124820.html,product,Small Marble Plate,,FN,FAIL_MODEL,undefined
doc00130020180117124820.html,product,Durable Copper Wallet,,FN,FAIL_MODEL,undefined
doc00130020180117124820.html,product,Fantastic Rubber Plate,,FN,FAIL_MODEL,undefined
doc00130020180117124820.html,product,Sleek Concrete Chair,,FN,FAIL_MODEL,undefined
doc00130020180117124820.html,quantity,74.00,74,"FP,FN",FAIL_MODEL,0.5100
doc00130020180117124820.html,quantity,72.00,72,"FP,FN",FAIL_MODEL,0.5012
doc00130020180117124820.html,quantity,99.00,99,"FP,FN",FAIL_MODEL,0.5455
doc00130020180117124820.html,quantity,86.00,,FN,FAIL_MODEL,undefined
doc00130020180117124820.html,quantity,77.00,,FN,FAIL_MODEL,undefined
doc00130020180117124820.html,total_amount,264827.42,"264,827.42","FP,FN",FAIL_MODEL,0.8040
doc00130020180117124820.html,price,814.26,814.26,TP,EXTRACT_MODEL,0.5307
doc00130020180117124820.html,price,210.27,210.27,TP,EXTRACT_MODEL,0.5732
doc00130020180117124820.html,price,816.10,816.10,TP,EXTRACT_MODEL,0.5732
doc00130020180117124820.html,price,152.20,152.20,TP,EXTRACT_MODEL,0.5732
doc00130020180117124820.html,price,692.83,692.83,TP,EXTRACT_MODEL,0.5732
doc00130020180117124820.html,supplier_name,"Stanton, Stanton and Stanton","Stanton, Stanton and Stanton",TP,EXTRACT_MODEL,0.7540
doc00130020180117124820.html,invoice_number,0637809108,0637809108,TP,EXTRACT_MODEL,0.8385
doc00131320180117125408.html,product,Heavy Duty Leather Watch,Hea.n Dut. _eather Watch,"FP,FN",FAIL_MODEL,0.7855
doc00131320180117125408.html,product,Intelligent Cotton Plate,Xntellige''t Cotton Plate,"FP,FN",FAIL_MODEL,0.8330
doc00131320180117125408.html,product,Awesome Steel Shoes,Awesome Steel Shoes,TP,EXTRACT_MODEL,0.8712
doc00131320180117125408.html,product,Awesome iron Coat,Awesome iron Coat,TP,EXTRACT_MODEL,0.8173
doc00131320180117125408.html,product,Intelligent Leather Hat,Inte gent i_eather Hat,"FP,FN",FAIL_MODEL,0.7163
doc00131320180117125408.html,product,Rustic Rubber Computer,„Rustic Pofcoer Computer,"FP,FN",FAIL_MODEL,0.8522
doc00131320180117125408.html,quantity,18.00,18,"FP,FN",FAIL_MODEL,0.8895
doc00131320180117125408.html,quantity,40.00,40,"FP,FN",FAIL_MODEL,0.8480
doc00131320180117125408.html,quantity,60.00,6,"FP,FN",FAIL_MODEL,0.8979
doc00131320180117125408.html,quantity,182.00,182,"FP,FN",FAIL_MODEL,0.9396
doc00131320180117125408.html,quantity,6.00,60,"FP,FN",FAIL_MODEL,0.8412
doc00131320180117125408.html,quantity,74.00,,FN,FAIL_MODEL,undefined
doc00131320180117125408.html,total_amount,148284.38,"148,284.38","FP,FN",FAIL_MODEL,0.6158
doc00131320180117125408.html,price,644.11,644.11,TP,EXTRACT_MODEL,0.9285
doc00131320180117125408.html,price,440.65,440.65,TP,EXTRACT_MODEL,0.8525
doc00131320180117125408.html,price,264.23,264.23,TP,EXTRACT_MODEL,0.9439
doc00131320180117125408.html,price,204.30,204.30,TP,EXTRACT_MODEL,0.8827
doc00131320180117125408.html,price,316.53,316.53,TP,EXTRACT_MODEL,0.8937
doc00131320180117125408.html,price,882.09,882.09,TP,EXTRACT_MODEL,0.8827
doc00131320180117125408.html,price,,74,FP,FAIL_MODEL,0.5452
doc00131320180117125408.html,supplier_name,Heidenreich-Heidenreich,Heidenreich-Heidenreich,TP,EXTRACT_MODEL,0.6409
doc00131320180117125408.html,invoice_number,2091056108,2091056108,TP,EXTRACT_MODEL,0.7910
doc00132820180117125933.html,product,Rustic Copper Car,Rustic Copper Car,TP,EXTRACT_MODEL,0.8457
doc00132820180117125933.html,product,Synergistic Granite Coat,Synergistic Granite Coat,TP,EXTRACT_MODEL,0.7892
doc00132820180117125933.html,product,Ergonomic Cotton Clock,Ergonomic Cotton Clock,TP,EXTRACT_MODEL,0.8283
doc00132820180117125933.html,product,Intelligent Steel Bench,Intelligent Steel Bench,TP,EXTRACT_MODEL,0.6788
doc00132820180117125933.html,product,Durable Silk Table,Durable Silk Table,TP,EXTRACT_MODEL,0.8534
doc00132820180117125933.html,product,Fantastic Steel Car,Fantastic Steel Car,TP,EXTRACT_MODEL,0.7989
doc00132820180117125933.html,product,Aerodynamic Aluminum Car,Aerodynamic Aluminum Car,TP,EXTRACT_MODEL,0.8067
doc00132820180117125933.html,quantity,51.00,51,"FP,FN",FAIL_MODEL,0.7545
doc00132820180117125933.html,quantity,21.00,21,"FP,FN",FAIL_MODEL,0.8099
doc00132820180117125933.html,quantity,47.00,47,"FP,FN",FAIL_MODEL,0.8782
doc00132820180117125933.html,quantity,17.00,17/^,"FP,FN",FAIL_MODEL,0.5877
doc00132820180117125933.html,quantity,67.00,67,"FP,FN",FAIL_MODEL,0.8755
doc00132820180117125933.html,quantity,19.00,19,"FP,FN",FAIL_MODEL,0.7899
doc00132820180117125933.html,total_amount,177689.41,,FN,FAIL_MODEL,undefined
doc00132820180117125933.html,price,757.23,757.23,TP,EXTRACT_MODEL,0.9112
doc00132820180117125933.html,price,967.47,967.47,TP,EXTRACT_MODEL,0.9061
doc00132820180117125933.html,price,0.56,0.56,TP,EXTRACT_MODEL,0.9061
doc00132820180117125933.html,price,577.04,577.04,TP,EXTRACT_MODEL,0.8856
doc00132820180117125933.html,price,135.40,135.40,TP,EXTRACT_MODEL,0.8318
doc00132820180117125933.html,price,211.65,211.65,TP,EXTRACT_MODEL,0.9173
doc00132820180117125933.html,price,457.08,457.08,TP,EXTRACT_MODEL,0.9061
doc00132820180117125933.html,supplier_name,Jones-Jones,Jones-Jones,TP,EXTRACT_MODEL,0.6545
doc00132820180117125933.html,invoice_number,,1909614974,FP,FAIL_MODEL,0.8182
doc00145820180117152240.html,product,Pilot Development,Pilot Development,TP,EXTRACT_MODEL,0.8236
doc00145820180117152240.html,product,Social MediaMarketing,Social Media   Marketing,"FP,FN",FAIL_MODEL,0.6131
doc00145820180117152240.html,product,Development,Development,TP,EXTRACT_MODEL,0.6923
doc00145820180117152240.html,product,Customer Support,Customer Support,TP,EXTRACT_MODEL,0.6465
doc00145820180117152240.html,quantity,93.00,93,"FP,FN",FAIL_MODEL,0.8862
doc00145820180117152240.html,quantity,93.00,93,"FP,FN",FAIL_MODEL,0.8851
doc00145820180117152240.html,quantity,14.00,14,"FP,FN",FAIL_MODEL,0.8907
doc00145820180117152240.html,quantity,17.00,17,"FP,FN",FAIL_MODEL,0.9340
doc00145820180117152240.html,total_amount,23860.80,"23,860.8(","FP,FN",FAIL_MODEL,0.8172
doc00145820180117152240.html,price,1.00,1.00,TP,EXTRACT_MODEL,0.8673
doc00145820180117152240.html,price,20.00,20.00,TP,EXTRACT_MODEL,0.8597
doc00145820180117152240.html,price,60.00,60.00,TP,EXTRACT_MODEL,0.8084
doc00145820180117152240.html,price,150.00,150.00,TP,EXTRACT_MODEL,0.8200
doc00145820180117152240.html,supplier_name,Workfusion,Workfus,"FP,FN",FAIL_MODEL,0.7053
doc00145820180117152240.html,invoice_number,1154404848,1154404848,TP,EXTRACT_MODEL,0.6460
doc00145820180117152240.html,email,jack.harrow@example.com,iack.harrow(S)examDle.com,"FP,FN",FAIL_MODEL,0.4899
doc00145820180117152240.html,invoice_date,01/16/2018,"January 16, 2018","FP,FN",FAIL_MODEL,0.7773
doc00146420180117152505.html,product,Social MediaMarketing,Social Media  Marketing,"FP,FN",FAIL_MODEL,0.5779
