FILE_NAME,FIELD_NAME,GOLD,EXTRACTED,RESULT,REASON,SCORE
b_424261_1526302379_1.html,total_amount,1896.29,1896.29,TP,EXTRACT_MODEL,0.6341
b_424261_1526302379_1.html,price,69.96,,FN,FAIL_MODEL,undefined
b_424261_1526302379_1.html,supplier_name,"MARTIN, BURCH AND KING",,FN,FAIL_MODEL,undefined
b_424261_1526302379_1.html,invoice_number,QE24584,QE24584,TP,EXTRACT_MODEL,0.4643
b_424261_1526302379_1.html,invoice_date,08/19/1970,08/19/1970,TP,EXTRACT_RULES,0.6918
c_427915_1526302430_0.html,product,HP 16GB 2RX4 PC4-2133P-R KIT,HP 16GB 2RX4 PC4-2133P-R KIT,TP,EXTRACT_MODEL,0.5491
c_427915_1526302430_0.html,product,HP DL380 GEN9 24SFF E5-2690 CUSTOM Mfg. Part#: EB172692,HP DL380 GEN9 24SFF E5-2690 CUSTOM Mfg. Part#: EB172692,TP,EXTRACT_MODEL,0.5781
c_427915_1526302430_0.html,product,HP GEN8 600GB 6GSAS 10K 2.5 SC ENT Mfg. Part#: 652583-B21,,FN,FAIL_MODEL,undefined
c_427915_1526302430_0.html,quantity,16.00,16.00,TP,EXTRACT_RULES,0.7404
c_427915_1526302430_0.html,quantity,48.00,48.00,TP,EXTRACT_RULES,0.7871
c_427915_1526302430_0.html,quantity,8.00,8.00,TP,EXTRACT_RULES,0.8146
c_427915_1526302430_0.html,total_amount,4541.88,,FN,FAIL_MODEL,undefined
c_427915_1526302430_0.html,price,164.39,164.39,TP,EXTRACT_MODEL,0.8426
c_427915_1526302430_0.html,price,7899.07,7899.07,TP,EXTRACT_RULES,0.7912
c_427915_1526302430_0.html,price,224.54,224.54,TP,EXTRACT_MODEL,0.8426
c_427915_1526302430_0.html,price,,3592.64,FP,FAIL_MODEL,0.4594
c_427915_1526302430_0.html,price,,63192.56,FP,FAIL_MODEL,0.4419
c_427915_1526302430_0.html,price,,7890.72,FP,FAIL_MODEL,0.5244
c_427915_1526302430_0.html,supplier_name,"COOK, DIXON AND BLAIR",,FN,FAIL_MODEL,undefined
c_427915_1526302430_0.html,invoice_number,GDU4300,GDU4300,TP,EXTRACT_MODEL,0.8998
c_427915_1526302430_0.html,email,cdwsales@cdwemail.com,,FN,FAIL_MODEL,undefined
c_427915_1526302430_0.html,invoice_date,08/05/1991,,FN,FAIL_MODEL,undefined
doc00123920180117122119.html,product,Intelligent Bronze Chair,Intelligent Bronze Chair,TP,EXTRACT_MODEL,0.8014
doc00123920180117122119.html,product,Enormous Wool Shirt,Enormous Wool Shirt,TP,EXTRACT_MODEL,0.8375
doc00123920180117122119.html,product,Heavy Duty Wool Bottle,Heavy Duty Wool Bottle,TP,EXTRACT_MODEL,0.7723
doc00123920180117122119.html,product,Intelligent Wooden Computer,Intelligent Wooden Computer,TP,EXTRACT_MODEL,0.8341
doc00123920180117122119.html,quantity,15.00,15.00,TP,EXTRACT_RULES,0.8345
doc00123920180117122119.html,quantity,59.00,59.00,TP,EXTRACT_RULES,0.7844
doc00123920180117122119.html,quantity,39.00,39.00,TP,EXTRACT_RULES,0.8535
doc00123920180117122119.html,quantity,39.00,39.00,TP,EXTRACT_RULES,0.8839
doc00123920180117122119.html,total_amount,113093.82,113093.82,TP,EXTRACT_RULES,0.7777
doc00123920180117122119.html,price,761.52,761.52,TP,EXTRACT_MODEL,0.9089
doc00123920180117122119.html,price,481.68,481.68,TP,EXTRACT_MODEL,0.8889
doc00123920180117122119.html,price,349.09,349.09,TP,EXTRACT_MODEL,0.9089
doc00123920180117122119.html,price,730.14,730.14,TP,EXTRACT_MODEL,0.9123
doc00123920180117122119.html,supplier_name,Blanda Inc,Blanda Inc,TP,EXTRACT_MODEL,0.6652
doc00123920180117122119.html,invoice_number,7536317931,7536317931,TP,EXTRACT_MODEL,0.8366
doc00125020180117122554.html,product,Awesome Plastic Bench,Awesome Plastic Bench,TP,EXTRACT_MODEL,0.8156
doc00125020180117122554.html,product,Awesome Bronze Keyboard,Awesome Bronze Keyboard,TP,EXTRACT_MODEL,0.8328
doc00125020180117122554.html,product,Durable Bronze Wallet,Durable Bronze Wallet,TP,EXTRACT_MODEL,0.8363
doc00125020180117122554.html,product,Heavy Duty Marble Chair,Heavy Duty Marble Chair,TP,EXTRACT_MODEL,0.7463
doc00125020180117122554.html,product,Lightweight Wooden Bottle,Lightweight Wooden Bottle,TP,EXTRACT_MODEL,0.7603
doc00125020180117122554.html,product,Synergistic Plastic Bag,Synergistic Plastic Bag,TP,EXTRACT_MODEL,0.7901
doc00125020180117122554.html,product,Durable Silk Shoes,Durable Silk Shoes,TP,EXTRACT_MODEL,0.8549
doc00125020180117122554.html,product,Aerodynamic Steel Shoes,Aerodynamic Steel Shoes,TP,EXTRACT_MODEL,0.8046
doc00125020180117122554.html,product,Fantastic Cotton Bench,Fantastic Cotton Bench,TP,EXTRACT_MODEL,0.8511
doc00125020180117122554.html,quantity,1.00,1.00,TP,EXTRACT_RULES,0.8966
doc00125020180117122554.html,quantity,21.00,21.00,TP,EXTRACT_RULES,0.8654
doc00125020180117122554.html,quantity,31.00,31.00,TP,EXTRACT_RULES,0.8484
doc00125020180117122554.html,quantity,27.00,27.00,TP,EXTRACT_RULES,0.8864
doc00125020180117122554.html,quantity,61.00,61.00,TP,EXTRACT_RULES,0.8823
doc00125020180117122554.html,quantity,22.00,22.00,TP,EXTRACT_RULES,0.9017
doc00125020180117122554.html,quantity,78.00,78.00,TP,EXTRACT_RULES,0.8476
doc00125020180117122554.html,quantity,23.00,23.00,TP,EXTRACT_RULES,0.6760
doc00125020180117122554.html,quantity,16.00,16.00,TP,EXTRACT_RULES,0.8059
doc00125020180117122554.html,total_amount,179906.78,179906.78,TP,EXTRACT_RULES,0.6719
doc00125020180117122554.html,price,610.87,610.87,TP,EXTRACT_MODEL,0.9176
doc00125020180117122554.html,price,812.32,812.32,TP,EXTRACT_MODEL,0.9085
doc00125020180117122554.html,price,534.70,534.70,TP,EXTRACT_MODEL,0.9085
doc00125020180117122554.html,price,659.83,659.83,TP,EXTRACT_MODEL,0.9085
doc00125020180117122554.html,price,940.38,940.38,TP,EXTRACT_MODEL,0.9256
doc00125020180117122554.html,price,541.48,541.48,TP,EXTRACT_MODEL,0.8909
doc00125020180117122554.html,price,170.11,170.11,TP,EXTRACT_MODEL,0.8583
doc00125020180117122554.html,price,343.57,343.57,TP,EXTRACT_MODEL,0.8634
doc00125020180117122554.html,price,473.72,473.72,TP,EXTRACT_MODEL,0.8634
doc00125020180117122554.html,supplier_name,Mertz LLC,Mertz LLC,TP,EXTRACT_MODEL,0.6674
doc00125020180117122554.html,invoice_number,3202057232,3202057232,TP,EXTRACT_MODEL,0.7168
doc00145620180117152142.html,product,Customer Support,Customer Support,TP,EXTRACT_MODEL,0.7200
doc00145620180117152142.html,product,Pilot Development,Pilot Development,TP,EXTRACT_MODEL,0.8055
doc00145620180117152142.html,product,Development,Development,TP,EXTRACT_MODEL,0.7577
doc00145620180117152142.html,product,Social MediaMarketing,Social MediaMarketing,TP,EXTRACT_RULES,0.6696
doc00145620180117152142.html,quantity,74.00,74.00,TP,EXTRACT_RULES,0.9312
doc00145620180117152142.html,quantity,15.00,15.00,TP,EXTRACT_RULES,0.9340
doc00145620180117152142.html,quantity,92.00,92.00,TP,EXTRACT_RULES,0.9841
doc00145620180117152142.html,quantity,38.00,38.00,TP,EXTRACT_RULES,0.9230
doc00145620180117152142.html,total_amount,16653.60,38.00,"FP,FN",FAIL_RULES,0.5403
doc00145620180117152142.html,price,150.00,38.00,"FP,FN",FAIL_RULES,0.6103
doc00145620180117152142.html,price,20.00,20.00,TP,EXTRACT_MODEL,0.7818
doc00145620180117152142.html,price,60.00,60.00,TP,EXTRACT_MODEL,0.7459
doc00145620180117152142.html,price,1.00,1.00,TP,EXTRACT_MODEL,0.8070
doc00145620180117152142.html,price,,11100.00,FP,FAIL_MODEL,0.5665
doc00145620180117152142.html,supplier_name,Workfusion,Workfu,"FP,FN",FAIL_RULES,0.9613
doc00145620180117152142.html,invoice_number,12501425,12501425,TP,EXTRACT_MODEL,0.7494
doc00145620180117152142.html,email,john.doe@example.com,,FN,FAIL_MODEL,undefined
doc00145620180117152142.html,invoice_date,01/16/2018,01/16/2018,TP,EXTRACT_RULES,0.7661
doc00145720180117152206.html,product,Social MediaMarketing,Social MediaMarketing,TP,EXTRACT_RULES,0.6797
doc00145720180117152206.html,product,Development,Development,TP,EXTRACT_MODEL,0.6837
doc00145720180117152206.html,quantity,71.00,71.00,TP,EXTRACT_RULES,0.8923
doc00145720180117152206.html,quantity,30.00,30.00,TP,EXTRACT_RULES,0.8941
doc00145720180117152206.html,total_amount,2245.20,2245.20,TP,EXTRACT_RULES,0.9645
doc00145720180117152206.html,price,60.00,60.00,TP,EXTRACT_MODEL,0.8546
doc00145720180117152206.html,price,1.00,1.00,TP,EXTRACT_MODEL,0.8727
doc00145720180117152206.html,price,,1871.00,FP,FAIL_MODEL,0.5579
doc00145720180117152206.html,supplier_name,Workfusion,Workfusion,TP,EXTRACT_MODEL,0.9731
doc00145720180117152206.html,invoice_number,,1345295509,FP,FAIL_MODEL,0.7408
doc00145720180117152206.html,email,iohn.doe@example.com,,FN,FAIL_MODEL,undefined
doc00145720180117152206.html,invoice_date,01/16/2018,01/16/2018,TP,EXTRACT_RULES,0.7732
doc00146020180117152339.html,product,Social MediaMarketing,Social MediaMarketing,TP,EXTRACT_RULES,0.5978
doc00146020180117152339.html,product,Customer Support,Customer Support,TP,EXTRACT_MODEL,0.6970
doc00146020180117152339.html,product,Video Marketing,Video Marketing,TP,EXTRACT_MODEL,0.5550
doc00146020180117152339.html,product,Pilot Development,Pilot Development,TP,EXTRACT_MODEL,0.7302
doc00146020180117152339.html,product,Development,Development,TP,EXTRACT_MODEL,0.7523
doc00146020180117152339.html,quantity,16.00,16.00,TP,EXTRACT_RULES,0.9328
doc00146020180117152339.html,quantity,6.00,6.00,TP,EXTRACT_RULES,0.9340
doc00146020180117152339.html,quantity,93.00,93.00,TP,EXTRACT_RULES,0.9230
doc00146020180117152339.html,quantity,15.00,15.00,TP,EXTRACT_RULES,0.9651
doc00146020180117152339.html,quantity,1.00,1.00,TP,EXTRACT_RULES,0.9707
doc00146020180117152339.html,total_amount,3537.60,,FN,FAIL_MODEL,undefined
doc00146020180117152339.html,price,1.00,1.00,TP,EXTRACT_MODEL,0.7647
doc00146020180117152339.html,price,60.00,60.00,TP,EXTRACT_MODEL,0.7459
doc00146020180117152339.html,price,150.00,150.00,TP,EXTRACT_MODEL,0.7433
doc00146020180117152339.html,price,20.00,20.00,TP,EXTRACT_MODEL,0.7739
doc00146020180117152339.html,price,5.00,5.00,TP,EXTRACT_MODEL,0.7739
doc00146020180117152339.html,price,,20.00,FP,FAIL_MODEL,0.5176
doc00146020180117152339.html,price,,93.00,FP,FAIL_MODEL,0.6103
doc00146020180117152339.html,supplier_name,Workf,Workfu,"FP,FN",FAIL_RULES,0.8986
doc00146020180117152339.html,invoice_number,1759339126,1759339126,TP,EXTRACT_MODEL,0.7845
doc00146020180117152339.html,email,jack harrowt@examDle.com,,FN,FAIL_MODEL,undefined
doc00146020180117152339.html,invoice_date,01/16/2018,01/16/2018,TP,EXTRACT_RULES,0.7651
doc00147520180117152859.html,product,Pilot Development,Pilot Development,TP,EXTRACT_MODEL,0.7259
doc00147520180117152859.html,product,Development,Development,TP,EXTRACT_MODEL,0.6843
doc00147520180117152859.html,product,Social Medisf vC,,FN,FAIL_MODEL,undefined
doc00147520180117152859.html,quantity,13.00,13.00,TP,EXTRACT_RULES,0.9230
doc00147520180117152859.html,quantity,99.00,99.00,TP,EXTRACT_RULES,0.9566
doc00147520180117152859.html,quantity,20.00,20.00,TP,EXTRACT_RULES,0.9019
doc00147520180117152859.html,total_amount,19275.60,19275.60,TP,EXTRACT_RULES,0.8183
doc00147520180117152859.html,price,150.00,150.00,TP,EXTRACT_MODEL,0.7990
doc00147520180117152859.html,price,1.00,1.00,TP,EXTRACT_MODEL,0.7797
doc00147520180117152859.html,price,60.00,60.00,TP,EXTRACT_MODEL,0.8460
doc00147520180117152859.html,supplier_name,Workfi,Workfu,"FP,FN",FAIL_RULES,0.8530
doc00147520180117152859.html,invoice_number,740612417,740612417,TP,EXTRACT_MODEL,0.6170
doc00147520180117152859.html,email,iack.harrow@examDle.com,,FN,FAIL_MODEL,undefined
doc00147520180117152859.html,invoice_date,01/16/2018,01/16/2018,TP,EXTRACT_RULES,0.7028
d_442019_1526302473_2.html,total_amount,7581.26,7581.26,TP,EXTRACT_MODEL,0.8170
d_442019_1526302473_2.html,supplier_name,HERNANDEZ INC,HERNANDEZ INC,TP,EXTRACT_MODEL,0.6381
d_442019_1526302473_2.html,invoice_number,MZS9646,MZS9646,TP,EXTRACT_MODEL,0.6964
d_442019_1526302473_2.html,email,gary91@gonzalez-perkins.net,gary91@gonzalez-perkins.net,TP,EXTRACT_MODEL,0.6698
d_442019_1526302473_2.html,invoice_date,07/22/1980,07/22/1980,TP,EXTRACT_RULES,0.7762
d_442019_1526302473_3.html,total_amount,4601.21,,FN,FAIL_MODEL,undefined
d_442019_1526302473_3.html,supplier_name,GONZALEZ GROUP,,FN,FAIL_MODEL,undefined
d_442019_1526302473_3.html,invoice_number,SGU8213,SGU8213,TP,EXTRACT_MODEL,0.6890
d_442019_1526302473_3.html,email,eric51@yahoo.com,eric51@yahoo.com,TP,EXTRACT_MODEL,0.7333
d_442019_1526302473_3.html,invoice_date,05/19/1973,05/19/1973,TP,EXTRACT_RULES,0.7320
invoice136.html,product,Intelligent Wooden Plate,Intelligent Wooden Plate,TP,EXTRACT_MODEL,0.7914
invoice136.html,product,Synergistic Rubber Shirt,Synergistic Rubber Shirt,TP,EXTRACT_MODEL,0.8542
invoice136.html,product,Aerodynamic Linen Shirt,Aerodynamic Linen Shirt,TP,EXTRACT_MODEL,0.8343
invoice136.html,product,Synergistic Cotton Shirt,Synergistic Cotton Shirt,TP,EXTRACT_MODEL,0.8323
invoice136.html,product,Small Bronze Hat,Small Bronze Hat,TP,EXTRACT_MODEL,0.8135
invoice136.html,product,Fantastic Marble Bottle,Fantastic Marble Bottle,TP,EXTRACT_MODEL,0.8404
invoice136.html,quantity,32.00,32.00,TP,EXTRACT_RULES,0.7722
invoice136.html,quantity,46.00,46.00,TP,EXTRACT_RULES,0.7601
invoice136.html,quantity,6.00,6.00,TP,EXTRACT_RULES,0.7749
invoice136.html,quantity,44.00,44.00,TP,EXTRACT_RULES,0.8342
invoice136.html,quantity,19.00,19.00,TP,EXTRACT_RULES,0.8332
invoice136.html,quantity,16.00,16.00,TP,EXTRACT_RULES,0.7678
invoice136.html,total_amount,39655.76,39655.76,TP,EXTRACT_RULES,0.7255
invoice136.html,price,53.27,53.27,TP,EXTRACT_MODEL,0.9089
invoice136.html,price,463.13,463.13,TP,EXTRACT_MODEL,0.9259
invoice136.html,price,418.55,418.55,TP,EXTRACT_MODEL,0.9089
invoice136.html,price,182.44,182.44,TP,EXTRACT_MODEL,0.8953
invoice136.html,price,156.96,156.96,TP,EXTRACT_MODEL,0.9089
invoice136.html,price,215.36,215.36,TP,EXTRACT_MODEL,0.9089
invoice136.html,supplier_name,"Bartoletti, Bartoletti and Bartoletti","Bartoletti, Bartoletti and Bartoletti",TP,EXTRACT_MODEL,0.7443
invoice136.html,invoice_number,3461319999,3461319999,TP,EXTRACT_MODEL,0.8722
invoice136.html,email,cali.mcclure@yahoo.com,cali.mcclure@yahoo.com,TP,EXTRACT_MODEL,0.9525
invoice136.html,invoice_date,08/16/1971,08/16/1971,TP,EXTRACT_RULES,0.7371
invoice139.html,product,Aerodynamic Linen Knife,Aerodynamic Linen Knife,TP,EXTRACT_MODEL,0.8412
invoice139.html,product,Lightweight Paper Chair,Lightweight Paper Chair,TP,EXTRACT_MODEL,0.8046
invoice139.html,product,Heavy Duty Rubber Car,Heavy Duty Rubber Car,TP,EXTRACT_MODEL,0.7937
invoice139.html,product,Rustic Wooden Table,Rustic Wooden Table,TP,EXTRACT_MODEL,0.8418
invoice139.html,product,Enormous Wooden Bench,Enormous Wooden Bench,TP,EXTRACT_MODEL,0.8445
invoice139.html,product,Mediocre Granite Hat,Mediocre Granite Hat,TP,EXTRACT_MODEL,0.8255
invoice139.html,product,Intelligent Concrete Table,Intelligent Concrete Table,TP,EXTRACT_MODEL,0.8388
invoice139.html,product,Durable Silk Gloves,Durable Silk Gloves,TP,EXTRACT_MODEL,0.8229
invoice139.html,product,Durable Paper Gloves,Durable Paper Gloves,TP,EXTRACT_MODEL,0.8408
invoice139.html,quantity,47.00,47.00,TP,EXTRACT_RULES,0.7653
invoice139.html,quantity,38.00,38.00,TP,EXTRACT_RULES,0.7781
invoice139.html,quantity,45.00,45.00,TP,EXTRACT_RULES,0.7596
invoice139.html,quantity,39.00,39.00,TP,EXTRACT_RULES,0.7728
invoice139.html,quantity,36.00,36.00,TP,EXTRACT_RULES,0.7627
invoice139.html,quantity,12.00,12.00,TP,EXTRACT_RULES,0.8238
invoice139.html,quantity,5.00,5.00,TP,EXTRACT_RULES,0.8493
invoice139.html,quantity,19.00,19.00,TP,EXTRACT_RULES,0.7843
invoice139.html,quantity,49.00,49.00,TP,EXTRACT_RULES,0.7629
